NR,0+98+100+101+102
NR155546,0
NR155547,0
NR155548,0
NR155549,0
NR156540,0
NR156541,0
NR156542,0
NR156543,0
NR156544,0
NR156545,0
NR156546,0
NR156547,0
NR156548,0
NR156549,0
NR157540,0
NR157541,0
NR157542,0
NR157543,0
NR157544,0
NR157545,0
NR157546,0
NR157547,0
NR157548,0
NR157549,0
NR158540,0
NR158541,0
NR158542,0
NR158543,0
NR158544,0
NR158545,0
NR158546,0
NR158547,0
NR158548,0
NR158549,0
NR159540,0+102
NR159541,0
NR159542,0
NR159543,0
NR159544,0
NR159545,0
NR159546,0
NR159547,0
NR159548,0
NR159549,0
NR1555,0
NR15N,0
NR15P,0
NR15Q,0+102
NR1650,0
NR1651,0+102
NR160510,0
NR160511,0
NR160512,0
NR160513,0
NR160514,0+102
NR160515,0+102
NR160516,0
NR160517,0
NR160518,0+102
NR160519,0+102
NR161510,0
NR161511,0
NR161512,0+102
NR161513,0+102
NR161514,0+102
NR161515,0+102
NR161516,0+102
NR161517,0+102
NR161518,0
NR161519,0+102
NR162510,0
NR162511,0+102
NR162512,0+102
NR162513,102
NR162514,102
NR162515,102
NR162516,0+102
NR162517,0+102
NR162518,0+102
NR162519,0+102
NR163510,0
NR163511,0+102
NR163512,0+102
NR163513,102
NR163514,102
NR163515,102
NR163516,102
NR163517,102
NR163518,0+102
NR163519,0+102
NR164510,0
NR164511,0+102
NR164512,0+102
NR164513,102
NR164514,102
NR164515,102
NR164516,102
NR164517,0+102
NR164518,0+102
NR164519,0
NR165510,0
NR165511,0+102
NR165512,0+102
NR165513,102
NR165514,102
NR165515,0+102
NR165516,0+102
NR165517,0+102
NR165518,0+102
NR165519,0+102
NR166510,0
NR166511,0+102
NR166512,0+102
NR166513,0+102
NR166514,0+102
NR166515,0+102
NR166516,0+102
NR166517,0+102
NR166518,0+102
NR166519,0+102
NR167510,0
NR167511,0+102
NR167512,0+102
NR167513,0+102
NR167514,0+102
NR167515,0
NR167516,0+102
NR167517,0+102
NR167518,102
NR167519,102
NR168510,0
NR168511,0
NR168512,0
NR168513,0
NR168514,0
NR168515,0+102
NR168516,0+102
NR168517,102
NR168518,102
NR168519,102
NR169510,0
NR169511,0
NR169512,0
NR169513,0
NR169514,0
NR169515,0+102
NR169516,0+102
NR169517,102
NR169518,102
NR169519,102
NR1750,0
NR1751,0+102
NR170510,0
NR170511,0
NR170512,0
NR170513,0
NR170514,0
NR170515,0+102
NR170516,0+102
NR170517,102
NR170518,102
NR170519,102
NR171510,0
NR171511,0
NR171512,0
NR171513,0
NR171514,0+102
NR171515,0+102
NR171516,102
NR171517,102
NR171518,102
NR171519,102
NR172510,0
NR172511,0
NR172512,0
NR172513,0
NR172514,0+102
NR172515,0+102
NR172516,102
NR172517,102
NR172518,102
NR172519,102
NR173510,0
NR173511,0
NR173512,0
NR173513,0+102
NR173514,0+102
NR173515,0+102
NR173516,102
NR173517,102
NR173518,102
NR173519,102
NR174510,0
NR174511,0+102
NR174512,0+102
NR174513,0+102
NR174514,102
NR174515,102
NR174516,102
NR174517,102
NR174518,102
NR174519,102
NR175510,0
NR175511,0
NR175512,0+102
NR175513,0+102
NR175514,0+102
NR175515,102
NR175516,102
NR175517,102
NR175518,102
NR175519,102
NR176510,0
NR176511,0+102
NR176512,0+102
NR176513,0+102
NR176514,0+102
NR176515,102
NR176516,102
NR176517,102
NR176518,102
NR176519,102
NR177510,0
NR177511,0+102
NR177512,102
NR177513,102
NR177514,102
NR177515,102
NR177516,102
NR177517,102
NR177518,102
NR177519,102
NR178510,0+102
NR178511,0+102
NR178512,102
NR178513,102
NR178514,102
NR178515,102
NR178516,102
NR178517,102
NR178518,102
NR178519,102
NR179510,0+102
NR179511,0+102
NR179512,102
NR179513,102
NR179514,102
NR179515,102
NR179516,102
NR179517,102
NR179518,102
NR179519,102
NR15R,0+102
NR1652,0+102
NR160520,0
NR160521,0+102
NR160522,0+102
NR160523,102
NR160524,102
NR160525,0+102
NR160526,0+102
NR160527,0
NR160528,0
NR160529,0
NR161520,0+102
NR161521,0+102
NR161522,102
NR161523,102
NR161524,0+102
NR161525,0+102
NR161526,0
NR161527,0
NR161528,0
NR161529,0
NR162520,102
NR162521,102
NR162522,0+102
NR162523,0+102
NR162524,0+102
NR162525,0+102
NR162526,0
NR162527,0+102
NR162528,0+102
NR162529,0+102
NR163520,0+102
NR163521,0+102
NR163522,0+102
NR163523,0+102
NR163524,0+102
NR163525,0+102
NR163526,0+102
NR163527,0+102
NR163528,0+102
NR163529,0+102
NR164520,0
NR164521,0
NR164522,0+102
NR164523,0+102
NR164524,102
NR164525,0+102
NR164526,0+102
NR164527,102
NR164528,102
NR164529,0+102
NR165520,0
NR165521,0+102
NR165522,0+102
NR165523,102
NR165524,102
NR165525,102
NR165526,102
NR165527,102
NR165528,102
NR165529,102
NR166520,0+102
NR166521,0+102
NR166522,102
NR166523,102
NR166524,102
NR166525,102
NR166526,102
NR166527,102
NR166528,102
NR166529,102
NR167520,102
NR167521,0+102
NR167522,102
NR167523,102
NR167524,102
NR167525,102
NR167526,102
NR167527,102
NR167528,102
NR167529,102
NR168520,102
NR168521,102
NR168522,102
NR168523,102
NR168524,102
NR168525,102
NR168526,102
NR168527,102
NR168528,102
NR168529,102
NR169520,102
NR169521,102
NR169522,102
NR169523,102
NR169524,102
NR169525,102
NR169526,102
NR169527,102
NR169528,102
NR169529,102
NR1653,0+102
NR160530,0
NR160531,0+102
NR160532,0+102
NR160533,102
NR160534,102
NR160535,102
NR160536,102
NR160537,0+102
NR160538,0+102
NR160539,0+102
NR161530,0
NR161531,0+102
NR161532,0+102
NR161533,102
NR161534,102
NR161535,102
NR161536,102
NR161537,102
NR161538,0+102
NR161539,0+102
NR162530,0+102
NR162531,0+102
NR162532,102
NR162533,102
NR162534,102
NR162535,102
NR162536,102
NR162537,102
NR162538,0+102
NR162539,0+102
NR163530,0+102
NR163531,0+102
NR163532,102
NR163533,102
NR163534,102
NR163535,102
NR163536,102
NR163537,102
NR163538,102
NR163539,0+102
NR164530,0+102
NR164531,102
NR164532,102
NR164533,102
NR164534,102
NR164535,102
NR164536,102
NR164537,102
NR164538,102
NR164539,102
NR165530,102
NR165531,102
NR165532,102
NR165533,102
NR165534,102
NR165535,102
NR165536,102
NR165537,102
NR165538,102
NR165539,102
NR166530,102
NR166531,102
NR166532,102
NR166533,102
NR166534,102
NR166535,102
NR166536,102
NR166537,102
NR166538,102
NR166539,102
NR167530,102
NR167531,102
NR167532,102
NR167533,102
NR167534,102
NR167535,102
NR167536,102
NR167537,102
NR167538,102
NR167539,102
NR168530,102
NR168531,102
NR168532,102
NR168533,102
NR168534,102
NR168535,102
NR168536,102
NR168537,102
NR168538,102
NR168539,102
NR169530,102
NR169531,102
NR169532,102
NR169533,102
NR169534,102
NR169535,102
NR169536,102
NR169537,102
NR169538,102
NR169539,102
NR1752,102
NR1753,102
NR15S,0+102
NR1654,0+102
NR160540,0+102
NR160541,0
NR160542,0
NR160543,0
NR160544,0
NR160545,0
NR160546,0
NR160547,0
NR160548,0
NR160549,0
NR161540,0
NR161541,0
NR161542,0
NR161543,0
NR161544,0
NR161545,0
NR161546,0
NR161547,0
NR161548,0
NR161549,0
NR162540,0+102
NR162541,0
NR162542,0
NR162543,0
NR162544,0
NR162545,0
NR162546,0
NR162547,0
NR162548,0
NR162549,0
NR163540,0+102
NR163541,0+102
NR163542,0+102
NR163543,0
NR163544,0
NR163545,0
NR163546,0
NR163547,0
NR163548,0
NR163549,0
NR164540,102
NR164541,102
NR164542,0+102
NR164543,0+102
NR164544,0
NR164545,0
NR164546,0
NR164547,0
NR164548,0
NR164549,0
NR165540,102
NR165541,102
NR165542,102
NR165543,0+102
NR165544,0+102
NR165545,0
NR165546,0
NR165547,0
NR165548,0
NR165549,0
NR166540,102
NR166541,102
NR166542,102
NR166543,102
NR166544,0+102
NR166545,0+102
NR166546,0
NR166547,0
NR166548,0
NR166549,0
NR167540,102
NR167541,102
NR167542,102
NR167543,102
NR167544,102
NR167545,0+102
NR167546,0+102
NR167547,0+102
NR167548,0
NR167549,0
NR168540,102
NR168541,102
NR168542,102
NR168543,102
NR168544,102
NR168545,0+102
NR168546,0+102
NR168547,0+102
NR168548,0
NR168549,0
NR169540,102
NR169541,102
NR169542,102
NR169543,102
NR169544,102
NR169545,102
NR169546,0+102
NR169547,0+102
NR169548,0+102
NR169549,0
NR1655,0
NR1754,0+102
NR170540,102
NR170541,102
NR170542,102
NR170543,102
NR170544,102
NR170545,102
NR170546,102
NR170547,102
NR170548,0+102
NR170549,0
NR171540,102
NR171541,102
NR171542,102
NR171543,102
NR171544,102
NR171545,102
NR171546,102
NR171547,102
NR171548,0+102
NR171549,0+102
NR172540,102
NR172541,102
NR172542,102
NR172543,102
NR172544,102
NR172545,102
NR172546,102
NR172547,102
NR172548,0+102
NR172549,0+102
NR173540,102
NR173541,102
NR173542,102
NR173543,102
NR173544,102
NR173545,102
NR173546,102
NR173547,102
NR173548,102
NR173549,0+102
NR174540,102
NR174541,102
NR174542,102
NR174543,102
NR174544,102
NR174545,102
NR174546,102
NR174547,102
NR174548,102
NR174549,102
NR175540,102
NR175541,102
NR175542,102
NR175543,102
NR175544,102
NR175545,102
NR175546,102
NR175547,102
NR175548,102
NR175549,102
NR176540,102
NR176541,102
NR176542,102
NR176543,102
NR176544,102
NR176545,102
NR176546,102
NR176547,102
NR176548,102
NR176549,102
NR177540,102
NR177541,102
NR177542,102
NR177543,102
NR177544,102
NR177545,102
NR177546,102
NR177547,102
NR177548,102
NR177549,102
NR178540,102
NR178541,102
NR178542,102
NR178543,102
NR178544,102
NR178545,102
NR178546,102
NR178547,102
NR178548,102
NR178549,102
NR179540,102
NR179541,102
NR179542,102
NR179543,102
NR179544,102
NR179545,102
NR179546,102
NR179547,102
NR179548,102
NR179549,102
NR1755,0+102
NR170550,0
NR170551,0
NR170552,0
NR170553,0
NR170554,0
NR170555,0
NR170556,0
NR170557,0
NR170558,0
NR170559,0
NR171550,0
NR171551,0
NR171552,0
NR171553,0
NR171554,0
NR171555,0
NR171556,0
NR171557,0
NR171558,0
NR171559,0
NR172550,0
NR172551,0
NR172552,0
NR172553,0
NR172554,0
NR172555,0
NR172556,0
NR172557,0
NR172558,0
NR172559,0
NR173550,0+102
NR173551,0+102
NR173552,0+102
NR173553,0+102
NR173554,0
NR173555,0
NR173556,0
NR173557,0
NR173558,0
NR173559,0
NR174550,0+102
NR174551,102
NR174552,102
NR174553,0+102
NR174554,0+102
NR174555,0+102
NR174556,0
NR174557,0
NR174558,0
NR174559,0
NR175550,102
NR175551,102
NR175552,102
NR175553,102
NR175554,0+102
NR175555,0+102
NR175556,0+102
NR175557,0+102
NR175558,0
NR175559,0
NR176550,102
NR176551,102
NR176552,102
NR176553,102
NR176554,102
NR176555,102
NR176556,102
NR176557,0+102
NR176558,0
NR176559,0
NR177550,102
NR177551,102
NR177552,102
NR177553,102
NR177554,102
NR177555,102
NR177556,102
NR177557,0+102
NR177558,0+102
NR177559,0+102
NR178550,102
NR178551,102
NR178552,102
NR178553,102
NR178554,102
NR178555,102
NR178556,102
NR178557,102
NR178558,102
NR178559,102
NR179550,102
NR179551,102
NR179552,102
NR179553,102
NR179554,102
NR179555,102
NR179556,102
NR179557,102
NR179558,102
NR179559,102
NR15T,0+102
NR1656,0+102
NR160560,0
NR160561,0
NR160562,0
NR160563,0
NR160564,0
NR160565,0
NR160566,0
NR160567,0
NR160568,0
NR160569,0
NR161560,0
NR161561,0
NR161562,0
NR161563,0
NR161564,0
NR161565,0
NR161566,0
NR161567,0
NR161568,0
NR161569,0
NR162560,0
NR162561,0
NR162562,0
NR162563,0
NR162564,0
NR162565,0
NR162566,0
NR162567,0
NR162568,0
NR162569,0
NR163560,0
NR163561,0
NR163562,0
NR163563,0
NR163564,0
NR163565,0
NR163566,0
NR163567,0
NR163568,0
NR163569,0
NR164560,0
NR164561,0
NR164562,0
NR164563,0
NR164564,0
NR164565,0
NR164566,0
NR164567,0
NR164568,0
NR164569,0
NR165560,0
NR165561,0
NR165562,0
NR165563,0
NR165564,0
NR165565,0
NR165566,0
NR165567,0
NR165568,0
NR165569,0
NR166560,0
NR166561,0
NR166562,0
NR166563,0
NR166564,0
NR166565,0
NR166566,0
NR166567,0
NR166568,0
NR166569,0
NR167560,0
NR167561,0
NR167562,0
NR167563,0
NR167564,0
NR167565,0
NR167566,0
NR167567,0
NR167568,0
NR167569,0
NR168560,0
NR168561,0
NR168562,0
NR168563,0
NR168564,0
NR168565,0
NR168566,0
NR168567,0
NR168568,0
NR168569,0
NR169560,0
NR169561,0
NR169562,0
NR169563,0
NR169564,0+102
NR169565,0+102
NR169566,0+102
NR169567,0
NR169568,0
NR169569,0
NR1657,0
NR1756,0+102
NR170560,0
NR170561,0
NR170562,0
NR170563,0+102
NR170564,0+102
NR170565,0+102
NR170566,0+102
NR170567,0
NR170568,0
NR170569,0
NR171560,0
NR171561,0
NR171562,0+102
NR171563,0+102
NR171564,0+102
NR171565,102
NR171566,0+102
NR171567,0+102
NR171568,0+102
NR171569,0
NR172560,0
NR172561,0
NR172562,0+102
NR172563,102
NR172564,102
NR172565,102
NR172566,102
NR172567,0+102
NR172568,0+102
NR172569,0+102
NR173560,0
NR173561,0+102
NR173562,0+102
NR173563,102
NR173564,102
NR173565,102
NR173566,102
NR173567,102
NR173568,102
NR173569,102
NR174560,0
NR174561,0+102
NR174562,0+102
NR174563,102
NR174564,102
NR174565,102
NR174566,102
NR174567,102
NR174568,102
NR174569,102
NR175560,0
NR175561,0+102
NR175562,0+102
NR175563,102
NR175564,102
NR175565,102
NR175566,102
NR175567,102
NR175568,102
NR175569,102
NR176560,0+102
NR176561,0+102
NR176562,102
NR176563,102
NR176564,102
NR176565,102
NR176566,102
NR176567,102
NR176568,102
NR176569,102
NR177560,0+102
NR177561,102
NR177562,102
NR177563,102
NR177564,102
NR177565,102
NR177566,102
NR177567,102
NR177568,102
NR177569,102
NR178560,102
NR178561,102
NR178562,102
NR178563,102
NR178564,102
NR178565,102
NR178566,102
NR178567,102
NR178568,102
NR178569,102
NR179560,102
NR179561,102
NR179562,102
NR179563,102
NR179564,102
NR179565,102
NR179566,102
NR179567,102
NR179568,102
NR179569,102
NR1757,0+102
NR170570,0
NR170571,0
NR170572,0
NR170573,0
NR170574,0
NR170575,0
NR170576,0
NR170577,0
NR170578,0
NR170579,0
NR171570,0
NR171571,0
NR171572,0
NR171573,0
NR171574,0
NR171575,0
NR171576,0
NR171577,0
NR171578,0
NR171579,0
NR172570,0+102
NR172571,0
NR172572,0
NR172573,0
NR172574,0
NR172575,0
NR172576,0
NR172577,0
NR172578,0
NR172579,0
NR173570,0+102
NR173571,0+102
NR173572,0+102
NR173573,0+102
NR173574,0+102
NR173575,0
NR173576,0
NR173577,0
NR173578,0
NR173579,0
NR174570,102
NR174571,102
NR174572,0+102
NR174573,0+102
NR174574,0+102
NR174575,0+102
NR174576,0
NR174577,0
NR174578,0
NR174579,0
NR175570,102
NR175571,102
NR175572,102
NR175573,102
NR175574,102
NR175575,0+102
NR175576,0+102
NR175577,0+102
NR175578,0+102
NR175579,0
NR176570,102
NR176571,102
NR176572,102
NR176573,102
NR176574,102
NR176575,102
NR176576,0+102
NR176577,0+102
NR176578,0+102
NR176579,0+102
NR177570,102
NR177571,102
NR177572,102
NR177573,102
NR177574,102
NR177575,102
NR177576,102
NR177577,102
NR177578,0+102
NR177579,0+102
NR178570,102
NR178571,102
NR178572,102
NR178573,102
NR178574,102
NR178575,102
NR178576,102
NR178577,102
NR178578,102
NR178579,102
NR179570,102
NR179571,102
NR179572,102
NR179573,102
NR179574,102
NR179575,102
NR179576,102
NR179577,102
NR179578,102
NR179579,102
NR15U,0+102
NR1658,0
NR1659,0
NR1758,0+102
NR170580,0
NR170581,0
NR170582,0
NR170583,0
NR170584,0
NR170585,0
NR170586,0
NR170587,0
NR170588,0
NR170589,0
NR171580,0
NR171581,0
NR171582,0
NR171583,0
NR171584,0
NR171585,0
NR171586,0
NR171587,0
NR171588,0
NR171589,0
NR172580,0
NR172581,0
NR172582,0
NR172583,0
NR172584,0
NR172585,0
NR172586,0
NR172587,0
NR172588,0
NR172589,0
NR173580,0
NR173581,0
NR173582,0
NR173583,0
NR173584,0
NR173585,0
NR173586,0
NR173587,0
NR173588,0
NR173589,0
NR174580,0
NR174581,0
NR174582,0
NR174583,0
NR174584,0
NR174585,0
NR174586,0
NR174587,0
NR174588,0
NR174589,0
NR175580,0
NR175581,0
NR175582,0
NR175583,0
NR175584,0
NR175585,0
NR175586,0
NR175587,0
NR175588,0
NR175589,0
NR176580,0
NR176581,0+102
NR176582,0+102
NR176583,0
NR176584,0
NR176585,0
NR176586,0
NR176587,0
NR176588,0
NR176589,0
NR177580,0+102
NR177581,0+102
NR177582,0+102
NR177583,0+102
NR177584,0
NR177585,0
NR177586,0
NR177587,0
NR177588,0
NR177589,0
NR178580,102
NR178581,102
NR178582,102
NR178583,0+102
NR178584,0+102
NR178585,0
NR178586,0
NR178587,0
NR178588,0
NR178589,0
NR179580,102
NR179581,102
NR179582,102
NR179583,102
NR179584,0+102
NR179585,0
NR179586,0
NR179587,0
NR179588,0
NR179589,0
NR1759,0
NR15V,0+102
NR1850,0
NR1851,0+102
NR180510,0
NR180511,0+102
NR180512,0+102
NR180513,102
NR180514,102
NR180515,102
NR180516,102
NR180517,102
NR180518,102
NR180519,102
NR181510,0
NR181511,0+102
NR181512,0+102
NR181513,102
NR181514,102
NR181515,102
NR181516,102
NR181517,102
NR181518,102
NR181519,102
NR182510,0
NR182511,0+102
NR182512,0+102
NR182513,0+102
NR182514,102
NR182515,102
NR182516,102
NR182517,102
NR182518,102
NR182519,102
NR183510,0
NR183511,0+102
NR183512,0+102
NR183513,0+102
NR183514,0+102
NR183515,102
NR183516,102
NR183517,102
NR183518,102
NR183519,102
NR184510,0
NR184511,0
NR184512,0
NR184513,0
NR184514,0+102
NR184515,102
NR184516,102
NR184517,102
NR184518,102
NR184519,102
NR185510,0
NR185511,0
NR185512,0
NR185513,0
NR185514,0+102
NR185515,0+102
NR185516,102
NR185517,102
NR185518,102
NR185519,102
NR186510,0
NR186511,0
NR186512,0
NR186513,0
NR186514,0+102
NR186515,0+102
NR186516,0+102
NR186517,102
NR186518,102
NR186519,102
NR187510,0
NR187511,0
NR187512,0
NR187513,0
NR187514,0
NR187515,0
NR187516,0+102
NR187517,0+102
NR187518,102
NR187519,102
NR188510,0
NR188511,0
NR188512,0
NR188513,0
NR188514,0
NR188515,0
NR188516,0
NR188517,0+102
NR188518,0+102
NR188519,0+102
NR189510,0
NR189511,0
NR189512,0
NR189513,0
NR189514,0
NR189515,0
NR189516,0
NR189517,0
NR189518,0
NR189519,0+102
NR1950,0
NR1951,0
NR15W,0+102
NR1852,0+102
NR180520,102
NR180521,102
NR180522,102
NR180523,102
NR180524,102
NR180525,102
NR180526,102
NR180527,102
NR180528,102
NR180529,102
NR181520,102
NR181521,102
NR181522,102
NR181523,102
NR181524,102
NR181525,102
NR181526,102
NR181527,102
NR181528,102
NR181529,102
NR182520,102
NR182521,102
NR182522,102
NR182523,102
NR182524,102
NR182525,102
NR182526,102
NR182527,102
NR182528,102
NR182529,102
NR183520,102
NR183521,102
NR183522,102
NR183523,102
NR183524,102
NR183525,102
NR183526,102
NR183527,102
NR183528,102
NR183529,102
NR184520,102
NR184521,102
NR184522,102
NR184523,102
NR184524,102
NR184525,102
NR184526,102
NR184527,102
NR184528,102
NR184529,102
NR185520,102
NR185521,102
NR185522,102
NR185523,102
NR185524,102
NR185525,102
NR185526,102
NR185527,102
NR185528,102
NR185529,102
NR186520,102
NR186521,102
NR186522,102
NR186523,102
NR186524,102
NR186525,102
NR186526,102
NR186527,102
NR186528,102
NR186529,102
NR187520,102
NR187521,102
NR187522,102
NR187523,102
NR187524,102
NR187525,102
NR187526,102
NR187527,102
NR187528,102
NR187529,102
NR188520,0+102
NR188521,0+102
NR188522,102
NR188523,102
NR188524,102
NR188525,102
NR188526,102
NR188527,102
NR188528,102
NR188529,102
NR189520,0+102
NR189521,0+102
NR189522,102
NR189523,102
NR189524,102
NR189525,102
NR189526,102
NR189527,102
NR189528,102
NR189529,102
NR1853,102
NR1952,0+102
NR190520,0
NR190521,0+102
NR190522,102
NR190523,102
NR190524,102
NR190525,102
NR190526,102
NR190527,102
NR190528,102
NR190529,102
NR191520,0
NR191521,0+102
NR191522,102
NR191523,102
NR191524,102
NR191525,102
NR191526,102
NR191527,102
NR191528,102
NR191529,102
NR192520,0
NR192521,0+102
NR192522,102
NR192523,102
NR192524,102
NR192525,102
NR192526,102
NR192527,102
NR192528,102
NR192529,102
NR193520,0
NR193521,0+102
NR193522,0+102
NR193523,102
NR193524,102
NR193525,102
NR193526,102
NR193527,102
NR193528,102
NR193529,102
NR194520,0
NR194521,0
NR194522,0+102
NR194523,0+102
NR194524,102
NR194525,102
NR194526,102
NR194527,102
NR194528,102
NR194529,102
NR195520,0
NR195521,0
NR195522,0+102
NR195523,0+102
NR195524,102
NR195525,102
NR195526,102
NR195527,102
NR195528,102
NR195529,102
NR196520,0
NR196521,0
NR196522,0
NR196523,0+102
NR196524,0+102
NR196525,102
NR196526,102
NR196527,102
NR196528,102
NR196529,102
NR197520,0
NR197521,0
NR197522,0
NR197523,0
NR197524,0+102
NR197525,0+102
NR197526,102
NR197527,102
NR197528,102
NR197529,102
NR198520,0
NR198521,0
NR198522,0
NR198523,0
NR198524,0
NR198525,0+102
NR198526,0+102
NR198527,102
NR198528,102
NR198529,102
NR199520,0
NR199521,0
NR199522,0
NR199523,0
NR199524,0
NR199525,0
NR199526,0+102
NR199527,102
NR199528,102
NR199529,102
NR1953,102
NR15X,102
NR15Y,102
NR15Z,0+102
NR1858,0+102
NR180580,102
NR180581,102
NR180582,102
NR180583,102
NR180584,102
NR180585,0+102
NR180586,0
NR180587,0
NR180588,0
NR180589,0
NR181580,102
NR181581,102
NR181582,102
NR181583,102
NR181584,102
NR181585,0+102
NR181586,0+102
NR181587,0
NR181588,0
NR181589,0
NR182580,102
NR182581,102
NR182582,102
NR182583,102
NR182584,102
NR182585,102
NR182586,0+102
NR182587,0+102
NR182588,0
NR182589,0
NR183580,102
NR183581,102
NR183582,102
NR183583,102
NR183584,102
NR183585,102
NR183586,102
NR183587,0+102
NR183588,0+102
NR183589,0
NR184580,102
NR184581,102
NR184582,102
NR184583,102
NR184584,102
NR184585,102
NR184586,102
NR184587,0+102
NR184588,0+102
NR184589,0+102
NR185580,102
NR185581,102
NR185582,102
NR185583,102
NR185584,102
NR185585,102
NR185586,102
NR185587,102
NR185588,102
NR185589,102
NR186580,102
NR186581,102
NR186582,102
NR186583,102
NR186584,102
NR186585,102
NR186586,102
NR186587,102
NR186588,102
NR186589,102
NR187580,102
NR187581,102
NR187582,102
NR187583,102
NR187584,102
NR187585,102
NR187586,102
NR187587,102
NR187588,102
NR187589,102
NR188580,102
NR188581,102
NR188582,102
NR188583,102
NR188584,102
NR188585,102
NR188586,102
NR188587,102
NR188588,102
NR188589,102
NR189580,102
NR189581,102
NR189582,102
NR189583,102
NR189584,102
NR189585,102
NR189586,102
NR189587,102
NR189588,102
NR189589,102
NR1859,0+102
NR180590,0
NR180591,0
NR180592,0
NR180593,0
NR180594,0
NR180595,0
NR180596,0
NR180597,0
NR180598,0
NR180599,0
NR181590,0
NR181591,0
NR181592,0
